hash;problem;result;/raid/iser/log-glucose4/;/raid/iser/log-candy-halloween;/raid/iser/log-candy-halloween-lrb;/raid/iser/log-candy-deepfish;/raid/iser/log-candy-deepfish-lrb;/raid/iser/log-candy-jesus;/raid/iser/log-candy-buddha;/raid/iser/log-candy-buddha-no-sort-watches;/raid/iser/log-candy-adam;/raid/iser/log-candy-eva;/raid/iser/log-candy-eva-ts-ca;/raid/iser/log-candy-eva-ts-ca-pr;/raid/iser/log-candy-cain;/raid/iser/log-candy-cain-ts-ca;/raid/iser/log-horde-c2;/raid/iser/log-horde-c2-d0-e1
338bd899418ef1f199c5adba8da704d8;apn-sbox6-cut4-helpbox29.cnf;SAT;5000;5000;5000;5000;5000;4358;5000;5000;5000;5000;5000;5000;4891;5000;5000;-1
88b5a4a2f6e4971ba0f9e819ce62d7e2;exams0.04_2017_9.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
bac8324b89714d6f0b30962023b33c67;Karatsuba7654321x1234567.cnf;SAT;628;181;107;194;102;298;2213;1976;2193;2608;1691;361;2596;1830;136;-1
6dacf620c514b191a4f26fdfef9ca637;apn-sbox6-cut4-helpbox23.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
0b402294541ba988b00076369a0f3da8;ex175_18.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
b8382f1559a7a49240b36199e6919378;udiv48prop.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000
36d43bb051c92e1a25f10c813b4effda;20180326_095804936_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
7cf81c641d76f8a943772c0984d643ad;queen15_15.col.15.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
8f66b6c79b4396578587481ac30143c9;ecarev-110-4099-22-30-7.cnf;SAT;309;933;2617;891;2522;827;1016;848;906;766;976;1571;800;1005;941;-1
61ac0f84eeda08f32fb13fd5a50841a0;course0.12_2018_3_5.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
5e16e45caa832f33561d043ad0731a1b;sted5_0x0-70.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
7edb32763188f217f6081a8f6df5a4db;bx-d-4-7-8.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
11daeacf5cec4f02c18a09eebc1947a0;gto_p50c291.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
ed90361a416ebb0c142453a9d63c939e;satcoin-genesis-SAT-512.cnf;SAT;5000;147;153;138;135;147;5000;5000;5000;101;5000;5000;112;5000;155;-1
5cdb478391a0d55aec039610228a17b2;course0.12_2018_3_1.cnf;SAT;1407;3529;5000;3177;5000;5000;5000;2285;5000;4341;5000;4312;4516;5000;5000;-1
d9f086e06d3e97a9b02c8e083e35802d;commutativity3.c.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
766394514a0059dd86d3a368aa9d85e6;huck.col.11.cnf;UNSAT;237;100;132;100;120;89;148;331;148;145;98;316;148;102;121;-1
69994ca7f868e845fd73f6159c26ceba;TimetableCNFEncoding_9_UNKNOWN.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
e9341c4787d538d9617529691c8ae215;cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18.cnf;UNSAT;3193;5000;437;5000;413;955;2653;5000;2543;5000;5000;5000;5000;5000;2378;-1
2db4c530b74240ee88e02f30073ed4d2;TimetableCNFEncoding_6_UNKNOWN.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
766f928fcfc6fdd9c612744be8ba7fa0;le450_25c.col.25.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
efba46f5576e04b2a00388714e85f9dd;course0.16_2018_3_5.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
881f787cbbd41dd9d07624520e3141e6;Cake_9_20.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
74078895ef3dfe584a24cf56d98f982b;cms-scheel-md4-families-r24-c8-p2-3-4-5-7-12-16-19.cnf;SAT;355;442;28;419;26;467;334;149;331;37;195;143;39;217;55;-1
aed010ba47a74337f591a4b870ba40f4;Nb51T6.cnf;UNSAT;4326;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
c84f41c85ffc3c933f5099011f024ae3;apn-sbox6-cut4-helpbox28.cnf;SAT;5000;5000;5000;5000;5000;5000;435;5000;382;395;5000;5000;418;5000;2018;-1
23ac19f6a16fcb2f3ba66b360bbd4a20;course0.2_2018_3_5.cnf;SAT;1125;2131;2094;1377;1916;1898;2040;1842;2037;986;1851;2318;960;1999;1470;-1
9e5a535a058032df95cc8a6e94ecc190;20180321_140824282_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
c77ecc87f2e2354472cee29904754ac6;ecarev-110-4099-22-30-4.cnf;SAT;413;1039;5000;973;4833;1590;1203;1253;1170;1148;1092;2589;1088;1221;1368;-1
08329843e2f3bb580caccd19045095b1;cms-scheel-md4-families-r24-c5-p1-8-9-16-19.cnf;UNSAT;2321;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
e598b42639c8eb2ee9d5675c28377373;20180326_095801070_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
49fffd54fedc17d79c2cbed4a3564ff9;a_rphp098_04.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
863e41e3a866cc65bbc0912ebef7684a;e_rphp096_04.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
b1c62c4de56ddbf79a136aa2ad4cf140;Nb8T60.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
5e24333564113f9ff5c41af056539265;20180326_095805836_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
79511ceeafcb525d075d4b2bc67371ff;sdiv17prop.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
8f03368754c4e17c62094751c7a34142;mod8-bbd-zbd.rules.7-7.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
5b14f21d2b328042d37e4c36c4312ce4;CNP-5-800.cnf;SAT;3692;5000;512;5000;612;5000;5000;5000;5000;5000;5000;5000;5000;5000;2308;-1
cde7f41b87456c13d44ee607b8c8e2b6;T105.2.0.cnf;UNSAT;1149;5000;5000;3941;5000;4136;3755;3790;4040;3971;4000;1925;3842;4684;1813;-1
2512394bd90a6f8384a50638036668cd;20180322_164241842_p_cnf_320_1120.cnf;SAT;5000;5000;5000;5000;5000;4984;5000;4857;5000;5000;5000;5000;5000;5000;5000;-1
3136a18485a1cdb23cf47a20aaa5f98d;T125.2.0.cnf;UNSAT;723;4642;5000;3564;5000;3372;3310;3844;3257;3787;3804;1240;4077;4668;1581;-1
bd324a77cf9eaaa473fa77746145a200;ae_rphp055_04.cnf;UNSAT;344;618;5000;644;5000;642;614;716;623;605;663;1383;618;764;655;-1
fc349a14c3addeb4a74bdccddb1f57c6;apn-sbox6-cut5-helpbox23.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
ae83a0ba0284e1075b321e0ef9d9ecad;sqrt_Householder_pseudoconstant_true-unreach-call.c.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
f85522eb08740a59c36d87a25f6c4727;udiv45prop.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
8e8a0a88147ef4cc9b11512e07c97a73;le450_25b.col.25.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
eb654c4fe48ca9f779d45b0d3cb0ba25;satcoin-genesis-SAT-7.cnf;SAT;5000;6;6;6;5;6;5;5;6;5;6;51;5;5;6;-1
e439d3355ed568931d3d888423cf2018;20180322_164245263_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
9de543bb0f07aa8727681a9c492904ea;by-alt-5-7.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
59d5a771ced4e825d594bd7f17c82728;ecarev-110-1031-23-40-5.cnf;SAT;313;1261;5000;1261;5000;1107;662;859;634;1184;687;1661;1239;768;1088;-1
607818e0869aa0bd25e2b80864fc70de;ecarev-110-4099-22-30-2.cnf;SAT;340;962;4776;961;4656;906;932;837;947;939;793;1462;893;854;1164;-1
41feeaca1f4696f246b789ebb22a85c9;20180322_164226661_p_cnf_320_1120.cnf;SAT;5000;5000;5000;5000;5000;4167;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
fc69a63136ce851eb88dddba283ce11d;by-X-2-7-100.cnf;UNSAT;1554;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
2aeb5a29f7c8ec261391b530ac8989a1;mod8-abd-yad.rules.7-7.cnf;SAT;51;583;5000;468;5000;457;473;836;398;455;419;281;408;472;177;-1
f1d7d4f070a8a89dc0a99b212d0dc789;le450_25a.col.25.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
d09bec8fe2d36f0430f2e8f9c773ee34;9-4-9.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
2daf1f5ebdbce70af1c7461d4569cd9e;si2-m4Dr2-m256-08.cnf;SAT;1501;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;19;-1
e691a98fd8eff914aa3ef4cf1c867d05;assoc_mult_err_3.c.cnf;UNSAT;5000;183;1976;155;1834;116;147;116;132;179;145;5000;175;149;1574;-1
7a02ae4bc1325839e505336bdf998a27;factoring39916801x54018521.cnf;SAT;2042;5000;5000;5000;5000;5000;107;5000;108;102;5000;5000;100;5000;5000;-1
1f370a076f64bd38975a868cfadf07a6;ecarev-110-1031-23-40-1.cnf;SAT;399;996;5000;1094;5000;1296;1166;1326;1249;1020;1044;1928;1039;1084;1082;-1
a2ba3b5e94653a7e0196807da52668b2;gto_p50c345.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
f7319383693fa098b3aeb4db6a16ae74;TimetableCNFEncoding_8_UNKNOWN.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
beed811472857d3948a9215e0b61aaff;si2-b03m-m400-03.cnf;SAT;128;118;117;118;128;122;128;123;113;124;116;133;115;117;4;-1
c6a1618a07e5e4da34718e7c208fd9d6;sdiv25prop.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
fab0d984226b76d7b62ef603b94f14b6;apn-sbox6-cut4-helpbox26.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
cc5710fe689b54ca2998fcac96f72f2b;mchess_15.cnf;UNSAT;333;622;1276;613;1311;4521;389;472;412;378;297;3528;377;317;477;-1
4742a4d631a7e08ca6237d586ca1261b;udiv40prop.cnf;UNSAT;2503;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
0239ecf2de8b9a455d3545d4abb42a56;TimetableCNFEncoding_17_UNKNOWN.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
06315e6a25846cdfecaf8c8c5967f0a2;gto_p50c312.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
607c7ba05d760453c2837fb35752b5fb;gto_p60c238.cnf;UNSAT;2008;1314;1998;1267;2021;1635;1804;2297;1812;1839;1852;2615;1712;1921;1181;-1
4f01b063b769f06e0852f5b9ad74af55;Nb8T62.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
a112f43d5d49b9d70e828a5dfb773935;20180321_110704973_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
8f3815e16b07b7599ae1eb3e3f0619d8;TimetableCNFEncoding_10_UNKNOWN.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
4c8fb8dc5060e6f41d1cd7d6d1db9238;le450_15a.col.15.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
c7f48617a74db807ad7ad5e5bcb55f82;6-5-6.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
2d5bc532f8f878bcc37e4eecf8e44cc6;course_flat_0.12_2018_3.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000
f3cae014c3c40489dd016ab36a67fe36;20180321_110706599_p_cnf_320_1120.cnf;SAT;5000;30;5000;29;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;236;-1
4d46cc879b58f124790e9d10485b18f5;sted1_0x0-350.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
2c01ab2cbcd13cc7da1ae062ffd242a5;gto_p60c243.cnf;UNSAT;437;494;905;499;907;600;537;500;555;517;509;1300;561;584;716;-1
3619e22a7b3f966f9b4a10506fb10efb;sted1_0x24204-330.cnf;SAT;359;553;1617;486;1565;495;481;525;447;449;552;1205;455;621;285;-1
9c73cdf974586f965a292616f7ea3cd4;Nb37T6.cnf;UNSAT;1317;4593;5000;3761;5000;4784;4016;3681;3956;4164;3931;2353;3789;4257;5000;-1
021555a418f4af42a0c51239f9121edd;dist7.c.cnf;UNSAT;392;475;2134;451;2068;472;481;447;497;444;487;1193;427;490;5000;-1
d44a5a1b9412ea5232a61dc2a6fa0933;20180326_095804286_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
99485e37250c78e6a9f27c851df1ddb4;si2-b03m-m800-03.cnf;SAT;234;215;243;247;220;234;228;219;224;218;218;256;220;238;7;-1
7ec525fc537f0332c78e97ecd311ea46;TimetableCNFEncoding_3_UNKNOWN.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
b320154da83b22bf6e96dfbfa44d9f99;CNP-5-100.cnf;SAT;5000;5000;3338;5000;3279;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
aaf6d949da14b06578cf05aa96f179eb;e_rphp035_05.cnf;UNSAT;5000;4734;5000;4684;5000;4363;4711;4398;4914;4432;5000;5000;4469;5000;5000;-1
8c32295bc07831d3c58f438e57d505f1;cms-scheel-md4-families-r24-c5-p1-8-13-18-19.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
8d25aa37b81a1e9d60ee30c9f5694724;Nb42T6.cnf;UNSAT;3219;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;3591;5000;5000;5000;5000
8d3014b131d960f5abb2b2461aada9ac;sted5_0x1e3-40.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
bd1b1fc7d0e5acc1fac0c2c8f1d1e0e6;6-4-7.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
56fb6cf3a19ba553974b8503c5dbbda1;sdiv20prop.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
7a6736e53383c696209b2653a5e5f341;ex175_20.cnf;SAT;2624;5000;5000;5000;5000;5000;4489;3715;4394;5000;5000;5000;5000;5000;702;-1
5e7ca2ad262a66d24805f36eb5ee083a;T62.2.0.cnf;UNSAT;2281;4872;5000;4345;5000;3971;3912;3946;3747;3769;3716;2916;3787;4303;2002;-1
4b951cf9d9110a628e080cc2d56c70f0;6-3-8.cnf;SAT;2754;5000;2493;5000;2528;1525;5000;5000;5000;1707;45;2074;1587;43;382;-1
1c4eff8369f50ccbf7501aa36ba786bf;e_rphp055_04.cnf;UNSAT;301;557;5000;523;5000;479;596;578;626;559;602;1194;570;609;578;-1
060550a68badfbd28b67784620c307de;T90.2.0.cnf;UNSAT;1238;4845;5000;3806;5000;4238;3899;4365;3489;3498;3502;1433;3556;4498;1413;-1
988509acf25a4a7bcecc11c5f6cd799e;satcoin-genesis-SAT-16.cnf;SAT;5000;5000;10;5000;6;5000;5000;4180;5000;5000;5000;5000;5000;5000;8;8
6e048585c2d824aec2971a125f9516c1;20180322_164223076_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
078002888dfcb97262689aa14c417fe7;dist9.c.cnf;UNSAT;334;482;2585;462;2623;450;359;481;410;403;412;1414;414;484;559;-1
c924333c881173a1dd6a103f232ccedb;uniqinv25prop.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
867fc6d96b4b770484871ea7612de5a2;Nb8T61.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
b00bfe42325dc02bf3bd3da000064ce9;patat-08-comp-3.cnf;SAT;40;41;36;35;33;39;35;43;35;36;39;37;35;36;20;16
a865a43c07561b12f62805d79157a5b7;a_rphp035_05.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
3e4ee5f0fa6143b8af75ef8709119ab7;ex025_19.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000
89741cb1b64b4119b84edb94c1a82d88;gto_p50c307.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
da50ef8db16e9c24ea988dc8ed7c2d70;CNP-5-1900.cnf;SAT;42;1614;475;1527;451;2050;5000;3739;5000;5000;3333;991;5000;3960;71;-1
fb60700fa304a2262b3bf60cc02ca805;T103.2.0.cnf;UNSAT;1393;4759;5000;4103;5000;3630;4081;3993;3886;3583;3668;2229;3911;4245;1837;-1
d6a83144beac8a393a28afbb00334132;queen13_13.col.13.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
9ad3c9f5d0d7ef478e011ce9c95c51f3;newton_3_6_false-unreach-call.i.cnf;SAT;137;322;5000;320;5000;223;282;262;275;241;290;481;232;341;277;301
f414febf39c2a4e2033a460b507121ee;Nb14T194.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
000f310860c67f91f429c493501e7280;cz-alt-3-7.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
e4fc66f228473eeffd19b654d52dd773;dist5.c.cnf;UNSAT;389;413;2097;398;2130;366;494;473;518;479;460;2202;516;462;622;-1
23f53db75e3884d556c0c2d74fc66ec2;prime_200560490131.cnf;UNSAT;269;367;341;337;388;376;367;343;367;323;342;922;325;380;361;291
b9ae2a9e6e871374583d13605a99e1d2;uniqinv45prop.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
8ad0b2912b3050e21851427e9dbea729;T77.2.0.cnf;UNSAT;1494;5000;5000;3916;5000;3352;3551;4265;3270;3377;3578;1352;3439;3782;1636;-1
6eda4a2ea0b7aa4431065d10ca55d5ef;satcoin-genesis-SAT-8192.cnf;SAT;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;3428;5000;5000;5000;-1
d7d29d8ff5d390207ac94ffad2c6f621;a_rphp085_04.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
32208df8c7c76bf112e4fb7a91367d0d;ecarev-110-1031-23-40-8.cnf;SAT;1189;2538;5000;2620;5000;2409;2836;2135;2900;2468;1877;4496;2352;2066;5000;-1
14a5e711c36243f8c54424bfc53dbb3c;satcoin-genesis-SAT-1024.cnf;SAT;5000;5000;539;5000;538;3599;5000;5000;5000;5000;5000;5000;5000;5000;485;-1
09360f04e9cbc3d934b93d078fe18380;Nb29T6.cnf;UNSAT;901;2081;3182;1722;2745;1482;1300;1758;1254;1315;1520;2430;1428;1818;1265;-1
d172025a51256ad216a79810afb765ca;cms-scheel-md5-families-r24-c6-p1-4-6-13-14-18.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
58f517c8e7265de041be4d41e9a81af7;Problem14_label19_true-unreach-call.c.cnf;UNSAT;273;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;437;5000;5000;248;-1
705feb13fbac58bb6caffd5b82863136;si2-r001-m200-00.cnf;SAT;1776;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;16;-1
f06e091f9fa230df3930d5b1cbd0390a;satcoin-genesis-SAT-5.cnf;SAT;5000;6;5;5;5;5;5;5;5;5;6;5000;5;5;4;-1
6dd7fe8ea0b9dc39fcd63c5a475884da;factoring29986577x29986577.cnf;SAT;1712;4367;852;4197;809;529;1750;2084;1789;1846;5000;50;1696;5000;2083;-1
3dbc559d8f8a25e5b1cc3166e25ead06;dist4.c.cnf;UNSAT;322;467;1543;408;1484;385;373;472;384;350;450;5000;363;465;5000;-1
e92eefa0369d3bd87c23620a48f44355;sted5_0x0-50.cnf;SAT;135;229;3215;227;3057;150;315;9;305;262;177;1623;254;220;15;-1
01882e2b523c00965d511b8e3f884011;apn-sbox6-cut3-helpbox29.cnf;SAT;5000;5000;2728;5000;2502;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000
5b07eb69cdb805831ec86768ae21bef9;ex175_17.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
f75bd9d309c912ed1e90352f7706f666;ex177_12.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
c0a8771b6f0512b95fc72c577c0913bf;satcoin-genesis-SAT-32.cnf;SAT;5000;5000;40;5000;35;5000;350;5000;346;5000;5000;5000;5000;5000;27;-1
01b6449009cf16b6c128c93cca8ca9d8;sdiv30prop.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
ffc339df9b936bcbf0d29dd7c36b562a;newton_3_4_true-unreach-call.i.cnf;UNSAT;121;421;2455;349;2115;368;350;293;298;311;442;276;273;448;228;-1
5db91297c828f65da0757c21c104628c;Nb13T166.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
33d8164eb81ebf27f8b0223cfcf3e6d9;sted1_0x0-380.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
594a475a6be0c365286a89b0d29a4a05;satcoin-genesis-SAT-3.cnf;SAT;5000;7;7;6;6;6;7;7;6;6;6;5000;6;7;3;-1
4a1d095c70e15990b0e30b19bdfb1956;Problem11_label29_false-unreach-call.c.cnf;SAT;1982;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;2355;5000;5000;1799;-1
716bc18411e8c40652a7b698885e56ae;cms-scheel-md4-families-r24-c4-p4-9-13-18.cnf;SAT;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;1946;-1
140f9a898cae80b4dd9a90998acc9a42;uniqinv30prop.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
1af3932da0983710a91e7e537c80d02a;bibd-19-57-9-3-1_glb.cnf;SAT;85;24;8;21;9;359;467;2084;466;831;1873;200;811;2131;8;-1
db561c44ab5e6ba740e5e1cfc0be059c;Nb45T6.cnf;UNSAT;3656;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
7276f89f2ef073652ca30d90c50872fa;filter1_true-unreach-call.c.cnf;UNSAT;351;960;5000;1022;5000;991;878;968;877;992;927;1164;1030;962;1269;-1
a4b32725169bc0ab817c31697eccee00;ae_rphp062_05.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
de5e7ae7761eb64afde78de21893dc48;cz-d-4-7-5.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
4a8541a1a673d30d15bc3642e243edc0;8-4-9.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
0a9d0fdf2578494863f572448ae4db53;Problem14_label55_true-unreach-call.c.cnf;UNSAT;43;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;75;5000;5000;74;-1
4355b430cd90d527cebc7d5ee6a64ca8;20180321_140823961_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
cc10aeb3f77fa05414b89a58fd292094;exam0.04_2018_3.cnf;SAT;3812;3106;5000;2703;5000;2799;3718;1023;3576;3449;2141;2001;3547;2354;209;-1
85b33a76a865c8665d1fb9077dec40e2;TimetableCNFEncoding_20_UNKNOWN.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
4936d97321a52a2a3af35eab7445c558;apn-sbox6-cut4-helpbox31.cnf;SAT;323;5000;1657;5000;1477;2868;3950;3139;3645;2816;5000;5000;2717;5000;1187;-1
